domain,service,method,payload_type,field_path,value_type,messages_seen
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.charms_trade_token_delta,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.chips_delta,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box.box_id,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box.box_type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box.raffle_id,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box.source,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box.theme_id,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box.type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box_info.box_id,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box_info.box_type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box_info.event_type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box_info.highest_guaranteed_rarity,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box_info.highest_guaranteed_rarity_items_count,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.collectibles_box_info.items_count,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.d2c_chips.value,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.extra_item_boost.time.duration,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.extra_item_boost.time.expire_time,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.extra_item_boost.time.value,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.extra_item_boost.type,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.id,integer,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopRequest,shop_promotion.promo_iap[].promo_reward[].reward.loyalty_points,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopResponse,identifier.config_id,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopResponse,identifier.flags,string,69
offers/economy,AppClient,UpdateShop,Casino.UpdateShopResponse,status,string,69
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,mystery_pending_rewards,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,mystery_reward_level,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.level,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].big_chips_delta.value,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].charms_trade_token_delta,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].chips_delta,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box.box_id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box.box_type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box.raffle_id,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box.source,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box.theme_id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box.type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box_info.box_id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box_info.box_type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box_info.event_type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box_info.highest_guaranteed_rarity,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box_info.highest_guaranteed_rarity_items_count,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].collectibles_box_info.items_count,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].inventory_delta.amount,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].inventory_delta.id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,next_mystery_reward.rewards[].mystery_reward_level,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].big_chips_delta.value,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].charms_trade_token_delta,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].chips_delta,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box.box_id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box.box_type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box.raffle_id,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box.source,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box.theme_id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box.type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box_info.box_id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box_info.box_type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box_info.event_type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box_info.highest_guaranteed_rarity,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box_info.highest_guaranteed_rarity_items_count,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].collectibles_box_info.items_count,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].inventory_delta.amount,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].inventory_delta.id,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.reward[].mystery_reward_level,string,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.state_info.extra_items.extra_items[].type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.state_info.extra_items.extra_items[].value[].level.levels_amount,integer,5
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.state_info.extra_items.extra_items[].value[].level.target_level,integer,5
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.state_info.extra_items.extra_items[].value[].level.value,integer,5
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.state_info.extra_items.extra_items[].value[].time.duration,integer,5
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.state_info.extra_items.extra_items[].value[].time.expire_time,string,4
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.state_info.extra_items.extra_items[].value[].time.value,integer,5
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,rewards_data.state_info.extra_items.extra_items[].value[].type,integer,9
offers/economy,AppServer,CollectMysteryReward,Casino.CollectMysteryRewardResponse,status,string,63
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,id.config_id,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,id.offer_type,integer,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.config_id,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.created_at,integer,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.item[].metadata[].key,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.item[].metadata[].value,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.item[].source,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.item[].type,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.item[].value,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.metadata[].key,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.metadata[].value,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.product_id,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.signature,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,paid_offer.source,string,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferRequest,scenario,integer,1
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferResponse,status,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,id.config_id,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,id.offer_type,integer,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.config_id,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.created_at,integer,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].metadata[].key,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].metadata[].value,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].source,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].type,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].value,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.metadata[].key,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.metadata[].value,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.product_id,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.signature,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.source,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferResponse,status,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,art_config.expiration_date,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,art_config.package[].path,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,art_config.package[].reskin_name,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,art_config.package[].type,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,art_config.package[].version,integer,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,background[].background_id,integer,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,background[].phase_id,integer,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,event_id,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,expire_timestamp_in_seconds,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,item[].metadata[].key,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,item[].metadata[].value,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,item[].source,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,item[].type,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,item[].value,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,phase_id,integer,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,status,string,1
other/unknown,AdventureClient,AdventureUpdate,Casino.AdventureUpdateRequest,theme_id,integer,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseRequest,theme_id,integer,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,difficulties.difficulty[].id,integer,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,difficulties.difficulty[].item[].metadata[].key,string,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,difficulties.difficulty[].item[].metadata[].value,string,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,difficulties.difficulty[].item[].source,string,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,difficulties.difficulty[].item[].type,string,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,difficulties.difficulty[].item[].value,string,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,difficulties.difficulty[].min_bet.value,string,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,phase_id,integer,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,show_intro,boolean,1
other/unknown,AdventureServer,AdventureGetActivePhase,Casino.AdventureActivePhaseResponse,status,string,1
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.art_config.expiration_date,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.art_config.package[].path,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.art_config.package[].reskin_name,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.art_config.package[].type,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.art_config.package[].version,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.box_for_spin_config.bet_chance[].bet,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.box_for_spin_config.bet_chance[].chance,number,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.collectibles_statistics.collected_charms,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.collectibles_statistics.collected_common_charms,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.collectibles_statistics.collected_epic_charms,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.collectibles_statistics.collected_legendary_charms,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.collectibles_statistics.collected_rare_charms,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.collectibles_statistics.collected_uncommon_charms,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.collectibles_statistics.completed_sets,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.collectibles_statistics.opened_boxes,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.config_hbi_data[].config_identifier,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.config_hbi_data[].config_type,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.config_hbi_data[].hbi_data.id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.difficulty,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.amount,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.requirement,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box.box_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box.box_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box.raffle_id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box.source,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box.theme_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box.type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box_info.box_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box_info.box_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box_info.event_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box_info.highest_guaranteed_rarity,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box_info.highest_guaranteed_rarity_items_count,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].collectibles_box_info.items_count,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.duplicates_state.reward[].id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.item[].amount,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.item[].first_time,boolean,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.item[].id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.item[].level,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.item[].name,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.item[].rarity,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.item[].set_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.number_of_resets,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.primary_data.theme_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.primary_data.theme_level,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.milestone.expire,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.milestone.id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.packs_info.info[].box_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.packs_info.info[].first_box.box_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.packs_info.info[].first_box.box_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.packs_info.info[].first_box.raffle_id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.packs_info.info[].first_box.source,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.packs_info.info[].first_box.theme_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.packs_info.info[].first_box.type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.packs_info.info[].number_of_boxes,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.trading_info.trade_token_quantity,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.trading_info.trades_left,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.trading_info.trades_reset_timer,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.progress_data.trading_info.trading_group_id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set[].id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set[].level,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set[].milestone,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set[].name,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].level,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].promo,boolean,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].big_chips_delta.value,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].charms_trade_token_delta,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].chips_delta,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box.box_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box.box_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box.raffle_id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box.source,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box.theme_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box.type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box_info.box_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box_info.box_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box_info.event_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box_info.highest_guaranteed_rarity,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box_info.highest_guaranteed_rarity_items_count,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].collectibles_box_info.items_count,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].inventory_delta.id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.set_reward[].reward[].inventory_delta.level,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.stars_per_rarity[].rarity,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.stars_per_rarity[].stars_value,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.theme_reward[].level,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.theme_reward[].promo,boolean,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.theme_reward[].reward[].big_chips_delta.value,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.theme_reward[].reward[].chips_delta,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.theme_reward[].reward[].id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.theme_reward[].reward[].inventory_delta.id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.theme_reward[].reward[].inventory_delta.level,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.trading.blocked_charms[],integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.trading.daily_limit,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.trading.request_duration,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.trading.token_delta_for_duplicate_charm[],integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.trading.token_delta_for_missing_charm[],integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.trading.token_delta_for_new_charm[],integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,charms.trading.token_delta_for_request_creation[],integer,5
